TweetID,date,positiveScore,neutralScore,negativeScore,sentimentType,location,keyword,unigram,tweet
0931,12/11/2020,0.001576924,0.156115499,0.842307576,negative,Shah Alam,marah,"baru', 'teringat', 'khamis', 'ada', 'order', 'terjaga', 'pukul', '130', 'am', 'sebab', 'anak', 'tak', 'tidur', 'lagi', '3', 'biji', 'siap', 'juga', 'akhirnya', 'ngantuk', 'tapi', 'tak', 'boleh', 'tidur', 'lepastu', 'kerja', 'shift', 'opening', 'nak', 'marah', 'pada', 'diri', 'sendiri', 'tapi'",baru teringat khamis ada order terjaga pukul 130 am sebab anak tak tidur lagi 3 biji siap juga akhirnya ngantuk tapi tak boleh tidur lepastu kerja shift opening nak marah pada diri sendiri tapi
0932,11/11/2020,0.003675396,0.363864205,0.632460399,negative,Shah Alam,marah,"kjsnezuko', 'hahahaha', 'no', 'tak', 'marah', 'sebab', 'dulu', 'pernah', 'kerja', 'macam', 'nis', 'sifat', 'empati', 'dalam', 'diri', 'terlalu', 'tinggi', 'last2', 'nobody', 'care', 'pun', 'pasal', 'diri', 'kita', 'terlalu', 'fikir', 'pasal', 'orang', 'tapi', 'bila', 'kena', 'kat', 'kita', 'takde', 'orang', 'kisah', 'pun', 'hahahah', 'so', 'tulah', 'kita', 'ni', 'hidup', 'kadang2', 'kena', 'fikir', 'diri', 'sendiri', 'dulu'",kjsnezuko hahahaha no tak marah sebab dulu pernah kerja macam nis sifat empati dalam diri terlalu tinggi last2 nobody care pun pasal diri kita terlalu fikir pasal orang tapi bila kena kat kita takde orang kisah pun hahahah so tulah kita ni hidup kadang2 kena fikir diri sendiri dulu
0933,11/11/2020,0.000900022,0.089102186,0.909997791,negative,Shah Alam,sedih,"nikshariff92', 'hehe', 'sedih', 'n', 'meroyan', 'teruk', 'cam', 'tiada', 'da', 'org', 'lain', 'di', 'dunia', 'nie', 'itulaa', 'kehidupan', 'akan', 'ad', 'silih', 'berganti', 'tiada', 'y', 'hakiki', 'ingat', 'jangan', 'pernah', 'letak', '100', '%', 'kpercyaan', 'itu', 'pdanya', 'simpan', 'secebis', 'rsa', 'dlm', 'diri', 'agar', 'kita', 'tidak', 'jtuh', 'rebah', 'buat', 'kali', 'seterusnya'",nikshariff92 hehe sedih n meroyan teruk cam tiada da org lain di dunia nie itulaa kehidupan akan ad silih berganti tiada y hakiki ingat jangan pernah letak 100% kpercyaan itu pdanya simpan secebis rsa dlm diri agar kita tidak jtuh rebah buat kali seterusnya
0934,11/11/2020,0.006352261,0.628873824,0.364773915,neutral,Shah Alam,marah,"this', 'kind', 'of', 'woman', 'with', 'her', 'lucky', 'mouth', 'paling', 'tercabar', 'bila', 'perempuan', 'mcm', 'ni', 'laa', 'hanya', 'fikir', 'diri', 'sendiri', 'and', 'act', 'though', 'lpas', 'tu', 'claim', 'lelaki', 'panas', 'baran', 'la', 'suka', 'marah', 'la', 'suka', 'cari', 'gaduh', 'pasal', 'bagi', 'middle', 'finger', 'kang', 'kata', 'takda', 'attitude', 'aiii', 'geram', 'plak', 'tgok'",this kind of woman with her lucky mouth paling tercabar bila perempuan mcm ni laa hanya fikir diri sendiri and act though lpas tu claim lelaki panas baran la suka marah la suka cari gaduh pasal bagi middle finger kang kata takda attitude aiii geram plak tgok
0935,11/11/2020,0.005491868,0.54369495,0.450813182,neutral,Shah Alam,sedih,"1111', 'aku', 'belanja', 'org', 'tpi', 'aku', 'tak', 'belanja', 'untuk', 'diri', 'sendiri', 'bapak', 'sedih'",1111 aku belanja org tpi aku tak belanja untuk diri sendiri bapak sedih
0936,11/11/2020,0.000539986,0.053458656,0.946001357,negative,Shah Alam,marah,"jangan', 'marah', 'kawan2', 'sebab', 'taknak', 'bantu', 'kita', 'bila', 'kena', 'musibah', 'tapi', 'marah', 'lah', 'diri', 'sendiri', 'sebab', 'sabotaj', 'diri', 'sendiri', 'sebab', 'tak', 'mau', 'ambil', 'takaful', 'masa', 'sihat', 'musibah', 'kita', 'tak', 'boleh', 'rancang', 'tapi', 'ambil', 'takaful', 'kita', 'boleh', 'rancang'",jangan marah kawan2 sebab taknak bantu kita bila kena musibah tapi marah lah diri sendiri sebab sabotaj diri sendiri sebab tak mau ambil takaful masa sihat musibah kita tak boleh rancang tapi ambil takaful kita boleh rancang 
0937,10/11/2020,0.007827852,0.774957342,0.217214806,neutral,Shah Alam,bunuh diri,"nqmnfkrii', 'NNabiilah', 'last', 'last', 'lupa', 'nak', 'bunuh', 'diri'",nqmnfkrii NNabiilah last last lupa nak bunuh diri
0938,10/11/2020,0.00495097,0.490146021,0.504903009,negative,Shah Alam,bunuh diri,"lidsydaisy', 'last2', 'die', 'bunuh', 'diri', 'tak', 'hahaha'",lidsydaisy last2 die bunuh diri tak hahaha
0939,10/11/2020,0.003651719,0.361520227,0.634828053,negative,Shah Alam,marah,"abamkumis', 'chawwwlan', 'Yes', 'dia', 'berani', 'sbb', 'dia', 'boss', 'and', 'marah', 'sbb', 'mmg', 'salah', 'diri', 'sendiri', 'kot', 'so', 'its', 'okay'",abamkumis chawwwlan Yes dia berani sbb dia boss and marah sbb mmg salah diri sendiri kot so its okay
0940,9/11/2020,0.003956259,0.391669618,0.604374124,negative,Shah Alam,marah,"tengah', 'marah', 'dengan', 'diri', 'sendiri', 'terlewat', 'untuk', 'appoitment', 'penting'",tengah marah dengan diri sendiri terlewat untuk appoitment penting
0941,8/11/2020,0.001309689,0.129659238,0.869031073,negative,Shah Alam,kecewa,"seharian', 'tak', 'boleh', 'bt', 'kerja', 'fikirkan', 'iv', 'seharian', 'tau', 'kemain', 'la', 'study', 'pasal', 'fsss', 'penubuhan', 'gnc', 'bila', 'apa', 'misi', 'visi', 'bt', 'notes', 'semua', 'endup', 'iv', 'aku', 'sampah', 'sbb', 'tu', 'kot', 'aku', 'kecewa', 'teramat', 'sgt', 'dengan', 'diri', 'sendiri', 'preparation', 'managed', 'well', 'mental', 'not', 'so', 'mental', 'koyak', 'rabak'",seharian tak boleh bt kerja fikirkan iv seharian tau kemain la study pasal fsss penubuhan gnc bila apa misi visi bt notes semua endup iv aku sampah sbb tu kot aku kecewa teramat sgt dengan diri sendiri preparation managed well mental not so mental koyak rabak
0942,7/11/2020,0.004289151,0.424625967,0.571084881,negative,Shah Alam,kecewa,"kecewa', 'dengan', 'diri', 'sendiri', 'sebab', 'tak', 'dapat', 'nak', 'beri', 'kesenangan', 'kat', 'famly', 'sendiri', 'banyak', 'dugaan', 'mase', 'covid19', 'sorry', 'ma', 'abah', 'one', 'day', 'i', 'will', 'make', 'you', 'proud'",kecewa dengan diri sendiri sebab tak dapat nak beri kesenangan kat famly sendiri banyak dugaan mase covid19 sorry ma abah one day i will make you proud
0943,7/11/2020,0.000480144,0.047534298,0.951985557,negative,Shah Alam,sedih,"sedih', 'bila', 'ayah', 'text', 'bagi', 'wish', 'nak', 'reply', 'pun', 'sedih', 'ayah', 'jauh', 'kat', 'melaka', 'tahun', 'ni', 'tak', 'dapat', 'jenguk', 'ayah', 'ayah', 'kata', 'tak', 'pe', 'dia', 'suruh', 'jaga', 'diri', 'jaga', 'kesihatan', 'nanti', 'habis', 'je', 'semua', 'ni', 'orang', 'balik', 'kampung', 'jumpa', 'ayah', 'ye'",sedih bila ayah text bagi wish nak reply pun sedih ayah jauh kat melaka tahun ni tak dapat jenguk ayah ayah kata tak pe dia suruh jaga diri jaga kesihatan nanti habis je semua ni orang balik kampung jumpa ayah ye
0944,6/11/2020,0.000841154,0.083274214,0.915884632,negative,Shah Alam,bunuh diri,"aku', 'kdng', 'take', 'time', 'nak', 'reply', 'chat', 'org', 'bca', 'chat', 'semua', 'sebab', 'di', 'mana2', 'social', 'media', 'ramai', 'mention', 'nak', 'bunuh', 'diri', 'even', 'di', 'group2', 'tele', 'semua'",aku kdng take time nak reply chat org bca chat semua sebab di mana2 social media ramai mention nak bunuh diri even di group2 tele semua
0945,6/11/2020,0.024965127,0.965284524,0.009750349,neutral,Shah Alam,bunuh diri,"dhiasyafiqa', 'suaidarosli', 'aaaa', 'jgn', 'mengamuk', 'n', 'bunuh', 'diri', 'gais', 'i', 'syg', 'u', 'guys'",dhiasyafiqa suaidarosli aaaa jgn mengamuk n bunuh diri gais i syg u guys
0946,6/11/2020,0.000521662,0.05164452,0.947833818,negative,Shah Alam,bunuh diri,"menteri', 'ni', 'memang', 'tak', 'baca', 'latest', 'news', 'ke', 'apa', 'erk', 'ada', 'yang', 'sampai', 'nak', 'bunuh', 'diri', 'sebab', 'hilang', 'kerja', 'tapi', 'depa', 'ni', 'dok', 'salahkan', 'rakyat', 'sebab', 'sambung', 'pkp', 'haramjadah', 'betui'",menteri ni memang tak baca latest news ke apa erk ada yang sampai nak bunuh diri sebab hilang kerja tapi depa ni dok salahkan rakyat sebab sambung pkp haramjadah betui
0947,6/11/2020,0.001514658,0.149951144,0.848534198,negative,Shah Alam,sedih,"sebab', 'tu', 'selalu', 'pjuk', 'diri', 'sendiri', 'kalau', 'tahu', 'benda', 'tu', 'sedih', 'dan', 'menyakitkan', 'hati', 'do', 'something', 'else', 'yang', 'boleh', 'buat', 'happy', 'semula', 'simpan', 'semua', 'yang', 'negatif', 'lahirkan', 'semua', 'yang', 'positif'",sebab tu selalu pjuk diri sendiri kalau tahu benda tu sedih dan menyakitkan hati do something else yang boleh buat happy semula simpan semua yang negatif lahirkan semua yang positif 
0948,5/11/2020,0.009446913,0.935244421,0.055308665,neutral,Shah Alam,sedih,"woopserror033', 'twtcinta', 'Kalau', 'video', 'call', 'ke', 'ape', 'ke', 'mmg', 'sy', 'tak', 'makeup', 'pun', 'even', 'dekat', 'socmed', 'n', 'video', 'sy', 'letak', 'muka', 'tak', 'makeup', 'tp', 'sedih', 'laa', 'org', 'yg', 'kita', 'harap', 'support', 'minat', 'kita', 'kata', 'camtu', 'ehe', 'sokay', 'la', 'dah', 'bebaskn', 'diri', 'daaa'",woopserror033 twtcinta Kalau video call ke ape ke mmg sy tak makeup pun even dekat socmed n video sy letak muka tak makeup tp sedih laa org yg kita harap support minat kita kata camtu ehe sokay la dah bebaskn diri daaa
0949,5/11/2020,0.000703012,0.06959814,0.929698849,negative,Shah Alam,marah,"kechhidayah', 'kesian', 'your', 'friend', 'itulah', 'kita', 'nak', 'marah', 'pun', 'jangan', 'over', 'sangat', 'mental', 'and', 'hati', 'kena', 'jaga', 'nak', 'mengata', 'pun', 'tengok', 'la', 'jangan', 'attack', 'pasal', 'critical', 'illness', 'orang', 'takut', 'berbalik', 'ke', 'diri', 'sendiri'",kechhidayah kesian your friend itulah kita nak marah pun jangan over sangat mental and hati kena jaga nak mengata pun tengok la jangan attack pasal critical illness orang takut berbalik ke diri sendiri
0950,5/11/2020,0.007510549,0.743544371,0.24894508,neutral,Shah Alam,sedih,"mufeedjay', 'sedih', 'do', 'takde', 'boost', 'camne', 'nak', 'boost', 'diri', 'sendiri', 'time', 'study'",mufeedjay sedih do takde boost camne nak boost diri sendiri time study
0951,4/11/2020,0.000320046,0.031684507,0.967995448,negative,Shah Alam,sedih,"minggu', 'fyp', 'ni', 'selalu', 'sangat', 'nak', 'tido', 'malam', 'bila', 'nak', 'lelap', 'je', 'mata', 'mesti', 'tetiba', 'air', 'mata', 'mengalir', 'ntah', 'apa', 'la', 'yang', 'sedih', 'sangat', 'diri', 'aku', 'ni', 'sabar', 'la', 'sikit', 'je', 'lagiii', 'tak', 'lama', 'dah', 'tau', 'khel'",minggu fyp ni selalu sangat nak tido malam bila nak lelap je mata mesti tetiba air mata mengalir ntah apa la yang sedih sangat diri aku ni sabar la sikit je lagiii tak lama dah tau khel
0952,3/11/2020,0.001716798,0.169963031,0.82832017,negative,Shah Alam,marah,"nk', 'marah', 'diri', 'sendiri', 'konfiden', 'faham', 'sop', 'tapi', 'salah', 'rupanya', 'skrg', 'baru', 'sedar', 'nasi', 'dh', 'jd', 'bubur', 'dh', 'la', 'aku', 'dh', 'sebar', 'dakyah', 'tu', 'ke', 'semua', 'org'",nk marah diri sendiri konfiden faham sop tapi salah rupanya skrg baru sedar nasi dh jd bubur dh la aku dh sebar dakyah tu ke semua org
0953,3/11/2020,0.001340691,0.132728448,0.865930861,negative,Shah Alam,bunuh diri,"kalau', 'orang', 'call', 'polis', 'nanti', 'kena', 'masuk', 'jail', 'baik', 'aku', 'bunuh', 'diri', 'je', 'dulu', 'tak', 'ada', 'tambah', 'satu', 'masalah', 'lagi'",kalau orang call polis nanti kena masuk jail baik aku bunuh diri je dulu tak ada tambah satu masalah lagi
0954,3/11/2020,0.001515316,0.150016237,0.848468448,negative,Shah Alam,bunuh diri,"baru', 'baca', 'pasal', 'ibu', 'bunuh', 'diri', 'dgn', 'baby', 'dia', 'terjun', 'dari', 'flat', 'tingkat', '10', 'kat', 'singapore', 'katanya', 'sbb', 'postpartum', 'semoga', 'kawan', 'kawan', 'saya', 'semua', 'dijauhkan', 'dari', 'postpartum', 'kalau', 'rasa', 'stress', 'atau', 'penat', 'bercakaplah', 'dgn', 'suami', 'jangan', 'pendam'",baru baca pasal ibu bunuh diri dgn baby dia terjun dari flat tingkat 10 kat singapore katanya sbb postpartum semoga kawan kawan saya semua dijauhkan dari postpartum kalau rasa stress atau penat bercakaplah dgn suami jangan pendam
0955,2/11/2020,0.000558959,0.055336906,0.944104135,negative,Shah Alam,bunuh diri,"asmahali96', 'oh', 'yeke', 'mysterious', 'lagi', 'lah', 'ni', 'kalau', 'kene', 'bunuh', 'tuuu', 'kesiannya', 'die', 'ada', 'musuh', 'ke', 'kalau', 'bunuh', 'diri', 'tuhh', 'taktahu', 'lah', 'kan', 'ada', 'problem', 'die'",asmahali96 oh yeke mysterious lagi lah ni kalau kene bunuh tuuu kesiannya die ada musuh ke kalau bunuh diri tuhh taktahu lah kan ada problem die
0956,2/11/2020,0.00150036,0.148535622,0.849964018,negative,Shah Alam,sedih,"sedih', 'sial', 'hidup', 'kau', 'kau', 'nak', 'cakap', 'orang', 'kepam', 'tapi', 'cermin', 'la', 'diri', 'kau', 'sebenarnya', 'kau', 'yang', 'kepam', 'ish2'",sedih sial hidup kau kau nak cakap orang kepam tapi cermin la diri kau sebenarnya kau yang kepam ish2
0957,2/11/2020,0.000288115,0.028523381,0.971188504,negative,Shah Alam,bunuh diri,"share', 'tunjuk', 'slip', 'gaji', 'ibarat', 'bunuh', 'diri', 'mana', 'tau', 'nanti', 'ada', 'kawan', 'kawan', 'cemburu', 'hantar', 'santau', 'kita', 'bukan', 'tau', 'sapa', 'kawan', 'atau', 'lawan'",share tunjuk slip gaji ibarat bunuh diri mana tau nanti ada kawan kawan cemburu hantar santau kita bukan tau sapa kawan atau lawan
0958,1/11/2020,0.001696892,0.167992338,0.83031077,negative,Shah Alam,marah,"bila', 'ko', 'tengah', 'marah', 'aku', 'jarang', 'tunding', 'jari', 'kat', 'ko', 'aku', 'try', 'faham', 'penyebabnya', 'tapi', 'bila', 'aku', 'tengah', 'marah', 'ko', 'buat', 'aku', 'sebaliknya', 'mcm', 'ko', 'tak', 'penah', 'lalui', 'situasi', 'yang', 'sama', 'ko', 'forever', 'xkan', 'faham', 'sb', 'xde', 'effect', 'kat', 'diri', 'ko'",bila ko tengah marah aku jarang tunding jari kat ko aku try faham penyebabnya tapi bila aku tengah marah ko buat aku sebaliknya mcm ko tak penah lalui situasi yang sama ko forever xkan faham sb xde effect kat diri ko
0959,1/11/2020,0.007863926,0.778528707,0.213607367,neutral,Shah Alam,marah,"walaupun', 'kita', 'marah', 'dgn', 'menteri', 'tak', 'ikut', 'sop', 'jgnlah', 'kita', 'letak', 'diri', 'kita', 'sebaris', 'dgn', 'puak', 'ni', 'dgn', 'alasan', 'ala', 'menteri', 'pun', 'tak', 'ikut', 'sop', 'buat', 'apa', 'kita', 'nak', 'ikut', 'coz', 'our', 'job', 'is', 'to', 'flaten', 'the', 'covid19', 'curve', 'deme', 'takpelah', 'deme', 'tak', 'duduk', 'flat', 'deme', 'duduk', 'banglo', 'if', 'not', 'kita', 'who', 'lagi'",walaupun kita marah dgn menteri tak ikut sop jgnlah kita letak diri kita sebaris dgn puak ni dgn alasan ala menteri pun tak ikut sop buat apa kita nak ikut coz our job is to flaten the covid19 curve deme takpelah deme tak duduk flat deme duduk banglo if not kita who lagi
0960,1/11/2020,0.001365487,0.135183178,0.863451335,negative,Shah Alam,sedih,"apa', 'tanda', 'nya', 'ek', 'sampai', 'aku', 'ingat', 'esok', 'isnin', 'nak', 'kena', 'bangun', 'awal', 'gi', 'keje', 'euwww', 'so', 'sedih', 'dgn', 'diri', 'sendiri'",apa tanda nya ek sampai aku ingat esok isnin nak kena bangun awal gi keje euwww so sedih dgn diri sendiri
0961,31/10/2020,0.007558793,0.748320525,0.244120682,neutral,Shah Alam,bunuh diri,"aku', 'rasa', 'kalau', 'main', 'among', 'us', 'in', 'real', 'life', 'dgn', 'suha', 'mesti', 'jadi', 'macam', 'main', 'werewolf', 'dkt', 'kamsis', 'jahahahaha', 'kalau', 'suha', 'bukan', 'impostor', 'then', 'org', 'tuduh', 'dia', 'impostor', 'mesti', 'dia', 'boleh', 'bunuh', 'diri', 'lah', 'nak', 'cakap', 'dia', 'bukan', 'impostor', 'hahahahahaahhaahhahaha'",aku rasa kalau main among us in real life dgn suha mesti jadi macam main werewolf dkt kamsis jahahahaha kalau suha bukan impostor then org tuduh dia impostor mesti dia boleh bunuh diri lah nak cakap dia bukan impostor hahahahahaahhaahhahaha
0962,31/10/2020,0.021256796,0.968955772,0.009787432,neutral,Shah Alam,#COVID19,"lakukan', 'aktiviti', 'bermanfaat', 'apabila', 'berada', 'di', 'rumah', 'lakukan', 'senaman', 'dan', 'kekal', 'aktif', 'kongsi', 'perasaan', 'anda', 'dengan', 'orang', 'yang', 'anda', 'percayai', 'jangan', 'asingkan', 'diri', 'kita', 'boleh', 'laluinya', 'bersama', 'covid19', 'kita', 'teguh', 'kita', 'menang', 'lets', 'talk'",lakukan aktiviti bermanfaat apabila berada di rumah lakukan senaman dan kekal aktif kongsi perasaan anda dengan orang yang anda percayai jangan asingkan diri kita boleh laluinya bersama covid19 kita teguh kita menang lets talk
0963,31/10/2020,0.005141385,0.508997073,0.485861542,neutral,Shah Alam,bunuh diri,"mcm', 'salu', 'lak', 'dengar', 'korean', 'bunuh', 'diri', 'ni', 'hm', 'mental', 'health', 'matters'",mcm salu lak dengar korean bunuh diri ni hm mental health matters
0964,30/10/2020,0.000401805,0.039778726,0.959819469,negative,Shah Alam,marah,"sedekah', 'dapat', 'meringan', 'beban', 'yg', 'kita', 'pikul', 'salah', 'satu', 'penghapus', 'dosa', 'itulah', 'yg', 'aku', 'tanam', 'dlm', 'diri', 'ini', 'senyum', 'saja', 'jika', 'ada', 'caci', 'maki', 'dihadapan', 'sbb', 'dgn', 'senyum', 'itu', 'boleh', 'sejuk', 'kn', 'hati', 'yg', 'tgh', 'marah', 'senyum', 'itu', 'sedekah'",sedekah dapat meringan beban yg kita pikul salah satu penghapus dosa itulah yg aku tanam dlm diri ini senyum saja jika ada caci maki dihadapan sbb dgn senyum itu boleh sejuk kn hati yg tgh marah senyum itu sedekah
0965,30/10/2020,0.001845024,0.182657387,0.815497589,negative,Shah Alam,marah,"orang', 'lain', 'buat', 'salah', 'aku', 'yang', 'kena', 'marah', 'hahahaha', 'nice', 'ah', 'back', 'up', 'diri', 'sendiri', 'pun', 'tak', 'lepas', 'last2', 'makan', 'maggi', 'jela'",orang lain buat salah aku yang kena marah hahahaha nice ah back up diri sendiri pun tak lepas last2 makan maggi jela
0966,30/10/2020,0.002893418,0.286448431,0.710658151,negative,Shah Alam,sedih,"athirahmzn', 'kan', 'tiraaa', 'dengan', 'covid', 'lepas', 'tu', 'wfh', 'lagi', 'macam', 'takde', 'masa', 'untuk', 'diri', 'sendiri', 'mcm', '24', '7', 'keje', 'jeeee', 'sedih', 'laaaa'",athirahmzn kan tiraaa dengan covid lepas tu wfh lagi macam takde masa untuk diri sendiri mcm 24 7 keje jeeee sedih laaaa
0967,28/10/2020,0.000395675,0.039171855,0.96043247,negative,Shah Alam,bunuh diri,"tolong', 'lah', 'goverment', 'x', 'payah', 'keluarkan', 'ayat2', 'bullshit', 'tu', 'ktorang', 'rakyat', 'dah', 'bermatian2', 'nak', 'bentras', 'penularan', 'ada', 'yg', 'jobless', 'x', 'tau', 'brapa', 'ada', 'yg', 'nak', 'bunuh', 'diri', 'sbb', 'depress', 'kau', 'senang', 'je', 'salahkan', 'rakyat', 'fuckoff'",tolong lah goverment x payah keluarkan ayat2 bullshit tu ktorang rakyat dah bermatian2 nak bentras penularan ada yg jobless x tau brapa ada yg nak bunuh diri sbb depress kau senang je salahkan rakyat fuckoff
0968,28/10/2020,0.000828192,0.081990999,0.91718081,negative,Shah Alam,sedih,"rasa', 'sedih', 'sebab', 'diri', 'macam', 'ini'",rasa sedih sebab diri macam ini
0969,28/10/2020,0.000752539,0.074501322,0.924746139,negative,Shah Alam,bunuh diri,"bodo', 'nye', 'ikan', 'guppy', 'ni', 'bunuh', 'diri', 'pergi', 'terjun', 'aquarium', 'dah', 'kenape', 'kalau', 'kucing', 'aku', 'makan', 'ok', 'jugak', 'hai', 'ikan', 'berenang', 'dengan', 'tahi', 'sendiri', 'no', 'wonder', 'lah', 'bodo'",bodo nye ikan guppy ni bunuh diri pergi terjun aquarium dah kenape kalau kucing aku makan ok jugak hai ikan berenang dengan tahi sendiri no wonder lah bodo
0970,27/10/2020,0.17278079,0.818947018,0.008272192,neutral,Shah Alam,#KitaJagaKita,"i', 'sayang', 'you', 'aqilah', 'please', 'jaga', 'diri', 'okay', 'dear', 'self', 'kita', 'jaga', 'kita', 'tak', 'ada', 'siapa', 'nak', 'jaga', 'kita'",i sayang you aqilah please jaga diri okay dear self kita jaga kita tak ada siapa nak jaga kita
0971,27/10/2020,0.006653406,0.658687147,0.334659448,neutral,Shah Alam,bunuh diri,"lepas', 'tgk', 'blackpink', 'light', 'up', 'the', 'sky', 'baru', 'tahu', 'kenapa', 'byk', 'artis', 'bunuh', 'diri', 'sebab', 'stress', 'penat', 'blackpink', 'nampak', 'kesungguhan', '5', '6', 'tahun', 'training', 'sekarang', 'baru', 'berjaya', 'worldwide'",lepas tgk blackpink light up the sky baru tahu kenapa byk artis bunuh diri sebab stress penat blackpink nampak kesungguhan 5 6 tahun training sekarang baru berjaya worldwide
0972,27/10/2020,0.001604891,0.158884167,0.839510943,negative,Shah Alam,bunuh diri,"haha', 'bunuh', 'diri', 'nama', 'nye', 'ni', 'gila', 'jalan', 'pelabuhan', 'klang', 'tu', 'naik', 'kete', 'pun', 'seram'",haha bunuh diri nama nye ni gila jalan pelabuhan klang tu naik kete pun seram
0973,26/10/2020,0.00101866,0.100847319,0.898134021,negative,Shah Alam,sedih,"taktahu', 'kenapa', 'tapi', 'selalu', 'sedih', 'if', 'tengok', 'someone', 'yang', 'dalam', 'susah', 'eventho', 'diri', 'sendiri', 'ni', 'susah', 'tapi', 'rasa', 'nak', 'tolong', 'juga', 'orang', 'tuh', 'tapi', 'tu', 'lah', 'faham', 'tak'",taktahu kenapa tapi selalu sedih if tengok someone yang dalam susah eventho diri sendiri ni susah tapi rasa nak tolong juga orang tuh tapi tu lah faham tak
0974,26/10/2020,0.002088097,0.206721623,0.79119028,negative,Shah Alam,bunuh diri,"ikan', 'lompat', 'keluar', 'aquarium', 'weyhhh', 'tu', 'kiranya', 'bunuh', 'diri', 'tu'",ikan lompat keluar aquarium weyhhh tu kiranya bunuh diri tu
0975,26/10/2020,0.008312746,0.822961839,0.168725415,neutral,Shah Alam,bunuh diri,"hidayahzr', 'bunuh', 'diri', 'katanya'",hidayahzr bunuh diri katanya
0976,26/10/2020,0.812569518,0.185556177,0.812569518,negative,Shah Alam,marah,"kidd', 'sila', 'tahan', 'diri', 'daripada', 'mencarut', 'dan', 'tweet2', 'marah', 'annoyed', 'seumpamanya'",kidd sila tahan diri daripada mencarut dan tweet2 marah annoyed seumpamanya
0977,26/10/2020,0.001397792,0.138381417,0.860220791,negative,Shah Alam,marah,"dah', 'tak', 'jadi', 'darurat', 'pusing', 'kot', 'lain', 'pula', 'deme', 'ni', 'aduhhh', 'padahal', 'deme', 'pun', 'tak', 'perfect', 'kot', 'marah', 'ke', 'orang', 'kata', 'selalu', 'diri', 'tu', 'betul', 'tapi', 'tak', 'perasan', 'sendiri', 'pun', 'selalu', 'kata', 'diri', 'tu', 'betul'",dah tak jadi darurat pusing kot lain pula deme ni aduhhh padahal deme pun tak perfect kot marah ke orang kata selalu diri tu betul tapi tak perasan sendiri pun selalu kata diri tu betul
0978,25/10/2020,0.003074784,0.30440362,0.692521596,negative,Shah Alam,marah,"pastuu', 'marah', 'diri', 'sendiri', 'sbb', 'tak', 'kurus', 'kurus'",pastuu marah diri sendiri sbb tak kurus kurus 
0979,25/10/2020,0.000346644,0.034317744,0.965335612,negative,Shah Alam,sedih,"sedih', 'nya', 'hari', 'ni', 'bkn', 'sedih', 'psl', 'diri', 'sdri', 'tp', 'sedih', 'dgn', 'mcm2', 'bnde', 'jadi', 'dekat', 'keliling'",sedih nya hari ni bkn sedih psl diri sdri tp sedih dgn mcm2 bnde jadi dekat keliling
0980,25/10/2020,0.448657378,0.545829196,0.005513426,neutral,Shah Alam,#KitaJagaKita,"dghisham', 'warga', 'sukra', 'sunway', 'kayangan', 'tanya', 'sama', 'kita', 'dimana', 'dan', 'tahap', 'apa', 'kepatuhan', 'sop', 'diri', 'keluarga', 'serta', 'komuniti', 'kita', 'kita', 'jaga', 'kita', 'patuh', 'sop', 'sayangi'",dghisham warga sukra sunway kayangan tanya sama kita dimana dan tahap apa kepatuhan sop diri keluarga serta komuniti kita kita jaga kita patuh sop sayangi
0981,25/10/2020,0.000146388,0.014492391,0.985361221,negative,Shah Alam,bunuh diri,"kalau', 'org', 'yg', 'pakai', 'mask', 'meninggal', 'sbb', 'bau', 'mulut', 'sendiri', 'itu', 'dikira', 'sebagai', 'bunuh', 'diri', 'atau', 'mati', 'mengejut', 'tlg', 'jawab'",kalau org yg pakai mask meninggal sbb bau mulut sendiri itu dikira sebagai bunuh diri atau mati mengejut tlg jawab
0982,24/10/2020,0.000174802,0.01730541,0.982519788,negative,Shah Alam,sedih,"i', 'baru', 'je', 'beli', 'dah', 'retak', 'haish', 'sumpah', 'lah', 'sedih', 'nangis', 'siak', 'dah', 'lama', 'beli', 'untuk', 'hadiahkan', 'diri', 'sendiri'",i baru je beli dah retak haish sumpah lah sedih nangis siak dah lama beli untuk hadiahkan diri sendiri
0983,24/10/2020,0.006789134,0.672124228,0.321086639,neutral,Shah Alam,sedih,"ammaraffan', 'tulaaa', 'aku', 'pulak', 'cam', 'jenis', 'tak', 'suka', 'bergambar', 'pastu', 'sedih', 'la', 'gmbr', 'diri', 'sendiri', 'tak', 'byk', 'haha'",ammaraffan tulaaa aku pulak cam jenis tak suka bergambar pastu sedih la gmbr diri sendiri tak byk haha
0984,24/10/2020,0.00163062,0.161431363,0.836938017,negative,Shah Alam,bunuh diri,"spoiler', 'alert', 'rebecca', 'tu', 'pelacur', 'dah', 'jadi', 'bini', 'maxim', 'pon', 'still', 'banyak', 'jantan', 'dia', 'main', 'sana', 'sini', 'pastu', 'dapat', 'cancer', 'rahim', 'maxim', 'bukan', 'takleh', 'get', 'over', 'rebecca', 'pon', 'yang', 'takleh', 'get', 'overnya', 'tu', 'ketua', 'pembantu', 'rumah', 'tu', 'mrs', 'danvers', 'in', 'the', 'end', 'mrs', 'danvers', 'bunuh', 'diri'",spoiler alert rebecca tu pelacur dah jadi bini maxim pon still banyak jantan dia main sana sini pastu dapat cancer rahim maxim bukan takleh get over rebecca pon yang takleh get overnya tu ketua pembantu rumah tu mrs danvers in the end mrs danvers bunuh diri
